study_accession	sample_accession	analysis_accession	analysis_type	tax_id	scientific_name	submitted_ftp
PRJEB11750	SAMEA104237552	ERZ494066	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494066/HPSI0115i-tiku_3.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494066/HPSI0115i-tiku_3.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA103988284	ERZ494067	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494067/HPSI0115i-vehl_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494067/HPSI0115i-vehl_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA104237550	ERZ494068	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494068/HPSI0115i-jotn_4.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494068/HPSI0115i-jotn_4.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA3234162	ERZ494069	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494069/HPSI0215pf-qenw.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494069/HPSI0215pf-qenw.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2493812	ERZ494070	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494070/HPSI0414pf-voqc.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494070/HPSI0414pf-voqc.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA2538855	ERZ494071	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494071/HPSI0514pf-oekw.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494071/HPSI0514pf-oekw.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2398031	ERZ494072	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494072/HPSI1113pf-vuud.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494072/HPSI1113pf-vuud.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA3182694	ERZ494073	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494073/HPSI0115pf-womt.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494073/HPSI0115pf-womt.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA7417918	ERZ494074	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494074/HPSI0115i-sehp_3.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494074/HPSI0115i-sehp_3.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2649524	ERZ494075	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494075/HPSI0714pf-tacz.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494075/HPSI0714pf-tacz.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3962528	ERZ494076	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494076/HPSI0614i-juzt_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494076/HPSI0614i-juzt_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3182700	ERZ494077	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494077/HPSI0115pf-rehy.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494077/HPSI0115pf-rehy.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2810120	ERZ494078	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494078/HPSI1014pf-golt.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494078/HPSI1014pf-golt.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA104011290	ERZ494079	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494079/HPSI0115i-payf_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494079/HPSI0115i-payf_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA2625600	ERZ494080	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494080/HPSI0714pf-oatm.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494080/HPSI0714pf-oatm.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3232158	ERZ494081	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494081/HPSI0215pf-zett.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494081/HPSI0215pf-zett.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3208488	ERZ494082	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494082/HPSI0115pf-sehp.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494082/HPSI0115pf-sehp.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA4564806	ERZ494083	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494083/HPSI0514i-xayd_5.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494083/HPSI0514i-xayd_5.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA104009787	ERZ494084	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494084/HPSI0215i-uiao_1.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494084/HPSI0215i-uiao_1.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA2434170	ERZ494085	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494085/HPSI0314pf-xagu.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494085/HPSI0314pf-xagu.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA3251276	ERZ494086	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494086/HPSI0215pf-natr.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494086/HPSI0215pf-natr.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3180219	ERZ494087	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494087/HPSI0115pf-timk.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494087/HPSI0115pf-timk.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA3206418	ERZ494088	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494088/HPSI0115pf-zagk.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494088/HPSI0115pf-zagk.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA3111100	ERZ494089	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494089/HPSI1114pf-kuul.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494089/HPSI1114pf-kuul.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA2661681	ERZ494090	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494090/HPSI0714pf-tosj.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494090/HPSI0714pf-tosj.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2590620	ERZ494091	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494091/HPSI0614pf-qunz.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494091/HPSI0614pf-qunz.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA104011280	ERZ494092	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494092/HPSI0115i-bimq_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494092/HPSI0115i-bimq_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA103992843	ERZ494093	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494093/HPSI0115i-qecv_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494093/HPSI0115i-qecv_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2519544	ERZ494094	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494094/HPSI0514pf-xayd.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494094/HPSI0514pf-xayd.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA103885511	ERZ494095	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494095/HPSI0314i-uict_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494095/HPSI0314i-uict_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA104009796	ERZ494096	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494096/HPSI0914i-yuvg_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494096/HPSI0914i-yuvg_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA3120530	ERZ494097	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494097/HPSI1114pf-zuuy.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494097/HPSI1114pf-zuuy.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA7417168	ERZ494098	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494098/HPSI0714i-tosj_4.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494098/HPSI0714i-tosj_4.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA104011289	ERZ494099	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494099/HPSI0115i-payf_1.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494099/HPSI0115i-payf_1.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2554401	ERZ494100	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494100/HPSI0514pf-yafr.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494100/HPSI0514pf-yafr.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA104236711	ERZ494101	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494101/HPSI0215i-qenw_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494101/HPSI0215i-qenw_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA2708113	ERZ494102	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494102/HPSI0814pf-uepz.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494102/HPSI0814pf-uepz.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3206412	ERZ494103	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494103/HPSI0115pf-jakt.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494103/HPSI0115pf-jakt.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA103885514	ERZ494104	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494104/HPSI0115i-rehy_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494104/HPSI0115i-rehy_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA4092051	ERZ494105	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494105/HPSI0814i-siqu_11.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494105/HPSI0814i-siqu_11.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA104241752	ERZ494106	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494106/HPSI0614i-xubw_3.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494106/HPSI0614i-xubw_3.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA4451652	ERZ494107	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494107/HPSI0514i-yafr_3.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494107/HPSI0514i-yafr_3.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2593193	ERZ494108	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494108/HPSI0614pf-xubw.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494108/HPSI0614pf-xubw.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA4451109	ERZ494109	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494109/HPSI0614i-uevq_4.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494109/HPSI0614i-uevq_4.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3249309	ERZ494110	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494110/HPSI0215pf-romx.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494110/HPSI0215pf-romx.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2845300	ERZ494111	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494111/HPSI1014pf-xejd.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494111/HPSI1014pf-xejd.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA4451655	ERZ494112	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494112/HPSI0115i-aoxv_1.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494112/HPSI0115i-aoxv_1.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA104009798	ERZ494113	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494113/HPSI0115i-rakz_6.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494113/HPSI0115i-rakz_6.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA4451098	ERZ494114	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494114/HPSI0514i-oupf_6.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494114/HPSI0514i-oupf_6.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2586986	ERZ494115	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494115/HPSI0614pf-juzt.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494115/HPSI0614pf-juzt.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA4448549	ERZ494116	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494116/HPSI1114i-kuul_2.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494116/HPSI1114i-kuul_2.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA104011287	ERZ494117	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494117/HPSI1114i-xiby_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494117/HPSI1114i-xiby_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz
PRJEB11750	SAMEA3212986	ERZ494118	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494118/HPSI0115pf-gost.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494118/HPSI0115pf-gost.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz
PRJEB11750	SAMEA103887419	ERZ494119	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494119/HPSI0115i-iuad_3.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494119/HPSI0115i-iuad_3.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA104011281	ERZ494120	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494120/HPSI0514i-suul_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494120/HPSI0514i-suul_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA103992896	ERZ494121	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494121/HPSI0115i-womt_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494121/HPSI0115i-womt_1.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3967414	ERZ494122	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494122/HPSI0614i-puhk_2.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494122/HPSI0614i-puhk_2.wec.gtarray.HumanCoreExome-12_v1_0.20170327.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA103884172	ERZ494123	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494123/HPSI0115i-zuer_4.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494123/HPSI0115i-zuer_4.wec.gtarray.HumanCoreExome-24_v1_1.20180102.genotypes.vcf.gz
PRJEB11750	SAMEA104130216	ERZ494124	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494124/HPSI0115i-boqx_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494124/HPSI0115i-boqx_2.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA103988283	ERZ494125	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494125/HPSI0115i-timk_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494125/HPSI0115i-timk_4.wec.gtarray.HumanCoreExome-24_v1_1.20170710.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA103884675	ERZ494126	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494126/HPSI0115i-rakq_1.wec.gtarray.HumanCoreExome-24_v1_1.20170327.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ494/ERZ494126/HPSI0115i-rakq_1.wec.gtarray.HumanCoreExome-24_v1_1.20170327.genotypes.vcf.gz
